id,latitude,longitude,num_bus_2km,num_subway_2km,num_shop_2km,nearest_shop(m),num_restaurant_2km,neighbourhood_cleansed,room_type,accommodates,baths,beds,days,amenities,price,future_occupancy
35284317,49.26922,-123.13969,222,3,143,46.67431288256229,436,Fairview,Entire home/apt,4,2.0,2,1519,17,250.0,1.0
14247519,49.28043,-123.10105,287,9,166,90.24200521057746,501,Downtown Eastside,Entire home/apt,2,1.0,1,1927,19,189.0,0.4
28136866,49.27941,-123.11946,338,10,168,127.95659344616335,703,Downtown,Entire home/apt,4,1.0,3,2332,17,274.0,0.367
46490843,49.28412,-123.10376,264,8,165,208.0003371569788,499,Downtown,Entire home/apt,2,1.0,1,2128,15,100.0,0.0
40115285,49.2708,-123.10389,341,10,171,150.61032523173074,565,Mount Pleasant,Entire home/apt,5,1.5,2,4471,12,132.0,1.0
41723288,49.27387,-123.13053,318,9,160,167.0989055310186,720,Downtown,Entire home/apt,2,1.0,2,2142,18,129.0,0.9
13429931,49.24281,-123.13318,174,2,149,1463.1055889655622,52,Shaughnessy,Private room,2,0.5,1,2042,11,56.0,0.733
24500508,49.2886,-123.12313,235,7,159,20.623412873165645,588,Downtown,Entire home/apt,3,1.0,2,1298,12,226.0,0.767
3379810,49.27402,-123.054,193,3,146,490.6514836859516,140,Hastings-Sunrise,Entire home/apt,5,2.0,4,2696,17,225.0,1.0
11207279,49.29236,-123.13609,157,5,135,127.95232977001889,397,West End,Entire home/apt,3,1.0,1,3181,20,119.0,1.0
24721816,49.27867,-123.10852,322,10,164,101.46150532542967,620,Downtown,Entire home/apt,6,2.0,4,788,19,267.0,0.2
27225352,49.25011,-123.12779,204,2,180,824.3391569719332,170,Shaughnessy,Entire home/apt,2,1.0,2,1321,17,75.0,1.0
45671895,49.23533,-123.03588,240,3,125,98.278560937956,94,Renfrew-Collingwood,Private room,1,0.5,1,937,8,21.0,1.0
34019239,49.25414,-123.07883,218,4,177,252.48491653744114,229,Kensington-Cedar Cottage,Entire home/apt,6,1.0,3,2624,19,119.0,0.467
42745752,49.24502,-123.10503,186,2,173,257.77576553931465,146,Riley Park,Entire home/apt,5,2.5,4,3102,16,499.0,1.0
18525552,49.28138,-123.11857,311,9,168,97.77148520567805,661,Downtown,Entire home/apt,3,1.0,1,1649,14,89.0,1.0
24748690,49.26739,-123.14272,220,2,141,46.96195944309324,372,Fairview,Entire home/apt,4,2.0,2,1606,20,200.0,1.0
4054111,49.25886,-123.10898,230,5,186,517.2068968309788,268,Mount Pleasant,Entire home/apt,4,2.0,3,3861,12,250.0,0.8
50684448,49.27777,-123.12609,315,10,161,68.55584029547991,736,Downtown,Entire home/apt,2,1.0,1,131,18,225.0,0.533
36005894,49.28098,-123.10952,296,9,165,142.62855702161386,585,Downtown,Private room,2,1.0,1,866,9,155.0,1.0
18177758,49.24582,-123.11826,181,3,179,424.764793562512,128,South Cambie,Entire home/apt,6,1.0,2,3758,19,186.0,0.0
50489967,49.27898,-123.10906,319,10,165,103.52833408774742,623,Downtown,Entire home/apt,6,1.0,3,814,17,218.0,0.167
5482135,49.24243,-123.04059,243,4,145,719.6131900622885,125,Renfrew-Collingwood,Entire home/apt,6,2.0,3,3054,19,160.0,0.5
53173404,49.25984,-123.07746,206,3,179,535.9241792425734,215,Kensington-Cedar Cottage,Private room,2,0.5,1,474,9,52.0,0.0
35619056,49.27975,-123.06576,152,2,159,47.16269122750213,119,Grandview-Woodland,Entire home/apt,4,1.0,3,879,14,180.0,0.633
22938316,49.27899,-123.12323,320,10,165,59.56668967055598,722,Downtown,Entire home/apt,4,1.0,1,1841,19,120.0,0.267
37215967,49.26301,-123.0724,178,3,181,208.85532481042824,158,Grandview-Woodland,Entire home/apt,4,1.0,2,2512,19,134.0,0.733
17497419,49.27045,-123.14534,207,1,137,202.33325866853318,377,Fairview,Entire home/apt,6,1.0,2,3047,20,247.0,0.9
46476146,49.2795,-123.1074,315,10,165,32.66151461689645,605,Downtown,Entire home/apt,3,1.0,1,4029,19,142.0,0.5
7822189,49.25211,-123.03292,203,5,134,686.184264450285,59,Renfrew-Collingwood,Private room,2,0.5,1,2284,13,30.0,0.033
49417587,49.281143,-123.125366,281,8,168,71.3882178855518,657,Downtown,Entire home/apt,2,1.0,2,1657,20,110.0,1.0
7788230,49.21311,-123.11348,118,2,65,420.6096355272002,43,Marpole,Private room,1,1.0,1,2281,5,38.0,1.0
3040581,49.281147,-123.125954,278,8,168,114.05133854181577,650,Downtown,Entire home/apt,4,2.0,2,3825,18,188.0,1.0
21478209,49.27297,-123.12575,337,10,161,176.38146220326266,712,Downtown,Entire home/apt,6,3.0,3,3058,18,275.0,0.167
35423100,49.2804,-123.11,307,10,166,136.86796002055146,601,Downtown,Entire home/apt,6,1.5,3,2385,18,278.0,0.2
52886456,49.23929,-123.03265,240,4,128,86.34049351143503,95,Renfrew-Collingwood,Entire home/apt,3,1.0,2,2113,20,120.0,0.633
42301735,49.27141,-123.03651,173,3,106,241.1924394705166,81,Hastings-Sunrise,Private room,2,1.0,1,751,14,138.0,1.0
20270616,49.22652,-123.09526,196,2,103,320.20124129877183,45,Sunset,Private room,2,1.0,1,1579,18,75.0,1.0
29991290,49.28563,-123.12459,238,7,163,40.168206532250096,601,West End,Entire home/apt,5,1.0,2,1092,20,211.0,0.5
39090466,49.26911,-123.05964,196,4,164,265.44797587428155,143,Grandview-Woodland,Private room,2,1.5,1,2300,14,35.0,1.0
47821870,49.27926,-123.1004,293,9,163,216.04590628429233,514,Downtown Eastside,Entire home/apt,3,1.0,1,788,20,229.0,0.0
31221804,49.27622,-123.11734,359,10,163,165.58974354120565,681,Downtown,Entire home/apt,4,1.0,1,4471,17,100.0,0.0
19101912,49.24118,-123.09683,214,2,165,359.73656101504804,135,Riley Park,Entire home/apt,7,2.0,5,1616,10,300.0,1.0
51411287,49.28463,-123.14098,195,5,136,189.79673159563265,522,West End,Entire home/apt,3,1.0,1,742,12,374.0,0.067
34258439,49.24388,-123.09462,200,2,170,331.9102045768354,146,Riley Park,Entire home/apt,5,1.0,4,2398,20,119.0,0.533
23616175,49.27452,-123.12623,335,10,161,19.327131886295607,760,Downtown,Entire home/apt,6,2.0,3,3447,20,400.0,0.033
45003088,49.27076,-123.10098,319,10,173,361.5737231782621,503,Mount Pleasant,Entire home/apt,2,1.0,1,1878,13,90.0,1.0
50645421,49.28304,-123.13166,244,7,160,153.52046930182038,599,West End,Entire home/apt,4,1.0,2,1052,9,134.0,1.0
52633783,49.28329,-123.09878,246,8,168,269.4370483390437,425,Downtown Eastside,Entire home/apt,3,1.0,1,2014,11,149.0,1.0
48702764,49.27544,-123.12427,348,10,162,32.52865795521296,763,Downtown,Entire home/apt,6,2.5,3,879,20,349.0,0.9
24801728,49.26871,-123.05945,197,4,164,270.0874730504563,143,Grandview-Woodland,Entire home/apt,4,1.5,2,2495,17,199.0,1.0
48364237,49.27846,-123.10899,323,10,164,139.63837714315662,622,Downtown,Entire home/apt,4,1.0,2,2265,18,271.0,0.467
22188990,49.27167,-123.07644,236,4,175,481.8534150597933,201,Grandview-Woodland,Entire home/apt,2,1.0,1,2925,16,73.0,1.0
37526079,49.25869,-123.06761,199,5,172,213.21126169704957,173,Kensington-Cedar Cottage,Entire home/apt,2,1.0,1,1106,16,72.0,0.8
51389437,49.27564,-123.11385,350,10,162,140.29899517348846,672,Downtown,Entire home/apt,2,1.0,1,538,14,163.0,0.467
6494884,49.27177,-123.06063,188,4,164,388.85360175764026,143,Grandview-Woodland,Entire home/apt,6,2.5,3,2360,19,340.0,1.0
12209150,49.28641,-123.11897,253,8,165,92.16037300035335,615,Downtown,Entire home/apt,2,1.0,1,3426,18,139.0,0.7
50902393,49.27309,-123.12704,334,10,160,153.55000693688882,710,Downtown,Entire home/apt,6,2.0,3,668,15,684.0,0.033
15598497,49.2902,-123.14282,126,2,135,274.2062795546934,335,West End,Entire home/apt,3,1.0,2,3825,14,88.0,1.0
42626894,49.28442,-123.12949,233,7,161,248.0004705427739,594,West End,Private room,2,0.5,1,721,11,100.0,0.0
50415395,49.21227,-123.123,130,3,58,545.2374285735388,45,Marpole,Entire home/apt,8,3.5,4,147,15,437.0,0.267
26956652,49.27963,-123.09987,289,9,166,182.86227513716324,498,Downtown Eastside,Entire home/apt,4,1.0,2,2612,18,108.0,0.5
37884820,49.24696,-123.10397,203,3,180,183.4290943477119,184,Riley Park,Entire home/apt,3,1.0,2,1461,20,110.0,1.0
49531486,49.25579,-123.04438,201,6,140,312.96804655303663,87,Renfrew-Collingwood,Private room,2,0.5,1,778,11,47.0,0.533
47054802,49.27535,-123.13078,306,9,159,19.96465718475632,726,Downtown,Entire home/apt,2,1.0,1,338,12,100.0,0.067
35680197,49.27968,-123.10883,313,10,166,59.47058110656823,611,Downtown,Entire home/apt,5,2.0,3,877,20,399.0,0.033
30320924,49.2779,-123.12067,349,10,165,110.96416933278049,718,Downtown,Entire home/apt,5,1.0,3,1670,18,125.0,1.0
51312869,49.26352,-123.08208,235,4,183,289.42608587084993,232,Mount Pleasant,Entire home/apt,4,1.0,2,1850,19,72.0,1.0
32750745,49.28872,-123.12202,238,7,161,66.3375425017505,587,Downtown,Entire home/apt,4,1.0,3,3034,16,105.0,0.067
1961440,49.27336,-123.12771,327,10,160,140.9459814171174,722,Downtown,Entire home/apt,3,1.0,1,3755,19,125.0,0.867
43899731,49.27333,-123.12758,328,10,160,139.4415978680664,722,Downtown,Entire home/apt,4,1.0,2,502,15,254.0,1.0
31339164,49.24117,-123.02709,231,3,127,272.8249248111338,109,Renfrew-Collingwood,Entire home/apt,2,1.0,2,1224,20,87.0,1.0
45486941,49.24433,-123.10442,186,2,171,222.33192074574717,141,Riley Park,Entire home/apt,4,2.0,2,3204,8,67.0,1.0
45531730,49.27342,-123.12829,325,9,160,161.30223061423405,717,Downtown,Entire home/apt,2,1.0,1,411,17,99.0,0.967
52265470,49.2675,-123.09563,276,5,181,565.7844878534787,384,Strathcona,Entire home/apt,2,1.0,1,3389,16,143.0,0.267
15058838,49.25489,-123.07461,208,4,171,506.25545375266324,197,Kensington-Cedar Cottage,Entire home/apt,2,1.0,1,2665,18,123.0,1.0
38885972,49.28981,-123.13863,159,5,138,78.0963585334763,422,West End,Entire home/apt,4,1.0,2,2249,18,118.0,0.667
20234950,49.25852,-123.10447,223,4,187,199.25973061005777,260,Mount Pleasant,Entire home/apt,6,2.5,4,1556,18,400.0,1.0
48887284,49.28189,-123.10874,290,9,166,56.37740263495808,565,Downtown Eastside,Entire home/apt,2,1.0,2,225,19,140.0,1.0
27316956,49.24996,-123.08181,228,4,171,264.90269026693426,207,Kensington-Cedar Cottage,Entire home/apt,4,1.0,2,1196,5,93.0,1.0
24358269,49.23098,-123.03564,242,3,111,224.13958056549436,88,Killarney,Entire home/apt,6,1.0,2,2096,20,125.0,1.0
35939545,49.29165,-123.13464,171,5,136,40.93301972163144,424,West End,Entire home/apt,2,1.0,1,1019,19,105.0,1.0
28699576,49.27235,-123.14831,187,1,134,126.04149563316025,352,Kitsilano,Entire home/apt,5,2.0,2,1670,15,189.0,0.833
51622077,49.23472,-123.10083,202,3,124,659.8444669037389,84,Riley Park,Entire home/apt,5,1.0,3,100,14,168.0,0.7
23274503,49.27732,-123.12063,356,10,165,112.8429671102902,722,Downtown,Entire home/apt,4,2.0,2,2222,20,145.0,1.0
52014181,49.24825,-123.04165,247,5,144,248.93053484778937,107,Renfrew-Collingwood,Entire home/apt,3,1.0,2,65,17,119.0,0.233
20730379,49.27957,-123.13028,282,8,158,125.75342054764741,680,West End,Entire home/apt,3,1.0,2,2628,16,85.0,1.0
44800636,49.28295,-123.11335,296,9,166,51.65569630605206,613,Downtown,Private room,2,1.0,1,2187,13,202.0,0.167
41616532,49.2461,-123.0699,236,4,140,281.5834859271086,133,Kensington-Cedar Cottage,Entire home/apt,12,2.0,6,660,20,846.0,0.033
19995392,49.25421,-123.09876,210,4,185,320.2959439864983,240,Riley Park,Entire home/apt,7,2.5,3,1749,19,450.0,1.0
41814140,49.25886,-123.0913,239,6,191,262.46081762436455,269,Mount Pleasant,Entire home/apt,6,2.5,3,697,13,100.0,0.0
36479496,49.2769,-123.06862,173,3,162,195.69349907661353,138,Grandview-Woodland,Entire home/apt,2,1.0,1,3421,19,139.0,1.0
50842292,49.28272,-123.13286,244,7,154,88.3987719309817,599,West End,Entire home/apt,4,1.0,2,1052,9,134.0,1.0
48168010,49.28004,-123.10825,309,10,166,3.659742790898039,596,Downtown,Entire home/apt,4,1.0,3,512,19,156.0,0.533
41344661,49.27641,-123.12148,363,10,164,17.353572050183363,740,Downtown,Private room,1,0.5,1,1076,9,28.0,1.0
26133024,49.27861,-123.1249,311,10,162,31.876126917361457,733,Downtown,Entire home/apt,2,1.0,1,3981,16,184.0,1.0
6646902,49.26494,-123.10534,275,7,181,206.58767416779605,411,Mount Pleasant,Entire home/apt,7,2.0,3,2349,18,200.0,0.033
50593231,49.28226,-123.11707,306,9,169,149.31869733315372,646,Downtown,Entire home/apt,2,1.0,1,136,8,120.0,0.0
27083650,49.25464,-123.08874,209,3,182,243.07037500180405,232,Kensington-Cedar Cottage,Entire home/apt,2,1.0,1,1205,20,65.0,0.867
19137495,49.28219,-123.12516,270,8,170,16.979113696640017,630,West End,Entire home/apt,2,1.0,1,1776,15,200.0,1.0
38973766,49.28788,-123.12576,228,7,156,128.84398677254256,580,Downtown,Entire home/apt,5,2.0,1,994,15,150.0,0.033
40348730,49.26826,-123.09662,280,6,179,639.9582993501278,406,Strathcona,Entire home/apt,2,1.0,1,3728,17,125.0,1.0
18058854,49.2688,-123.05555,199,5,150,124.51236779120437,143,Hastings-Sunrise,Entire home/apt,2,1.0,2,2799,20,109.0,0.833
7583407,49.26047,-123.08027,228,3,179,437.59498230526225,228,Mount Pleasant,Entire home/apt,4,1.0,2,2991,20,130.0,0.6
46322840,49.2595,-123.08112,232,3,177,450.7562896293096,235,Mount Pleasant,Entire home/apt,7,2.0,8,1221,19,266.0,0.533
52640257,49.27077,-123.11011,349,10,173,301.7833629667199,651,Mount Pleasant,Entire home/apt,2,1.0,1,43,8,135.0,0.7
52044026,49.23139,-123.09504,192,2,111,380.46177464179283,68,Sunset,Entire home/apt,4,1.0,2,3788,19,81.0,0.833
27110258,49.27788,-123.09358,269,7,171,411.40823698013565,369,Downtown Eastside,Entire home/apt,2,1.0,2,3754,19,132.0,1.0
37180784,49.27887,-123.07885,211,3,167,284.6388736420226,180,Downtown Eastside,Entire home/apt,6,1.0,3,931,19,211.0,1.0
14223325,49.27804,-123.12265,348,10,165,96.68772202361555,731,Downtown,Entire home/apt,2,1.0,1,2169,16,70.0,0.967
8423376,49.26464,-123.0651,195,5,174,320.45177205255874,167,Grandview-Woodland,Entire home/apt,4,1.0,2,2243,18,125.0,1.0
35998238,49.23736,-123.07747,246,1,115,491.5740492409678,145,Kensington-Cedar Cottage,Private room,2,0.75,1,868,16,58.0,0.467
52995224,49.27772,-123.02996,159,2,86,374.52626847013795,76,Hastings-Sunrise,Entire home/apt,3,1.0,2,1195,19,101.0,0.033
6993905,49.28373,-123.13267,241,7,155,201.50286369464294,586,West End,Private room,2,1.0,1,3089,18,91.0,0.5
6018284,49.27572,-123.06039,185,3,158,548.7216451760489,137,Grandview-Woodland,Entire home/apt,8,1.5,3,2398,20,263.0,1.0
38910770,49.24383,-123.10034,194,2,175,145.37454040240056,150,Riley Park,Entire home/apt,2,1.0,1,2056,20,195.0,0.033
41586791,49.24338,-123.10025,197,2,173,191.58841319487922,151,Riley Park,Entire home/apt,2,1.0,1,1566,20,100.0,1.0
24738177,49.2575,-123.0569,220,7,154,882.4993348239923,140,Kensington-Cedar Cottage,Entire home/apt,3,1.0,1,2500,14,78.0,1.0
38120606,49.29291,-123.12956,184,5,141,391.49786600804174,453,Downtown,Entire home/apt,2,2.0,1,1340,16,436.0,0.033
51568512,49.23406,-123.11112,187,3,119,1000.7820346486399,78,Riley Park,Entire home/apt,2,1.0,1,600,11,80.0,0.333
26306399,49.21135,-123.10927,96,2,62,529.2446766152934,24,Marpole,Entire home/apt,2,1.0,1,3147,18,100.0,0.7
50901194,49.27383,-123.11319,355,10,162,337.41362703071394,683,Downtown,Entire home/apt,3,1.0,1,2459,7,95.0,1.0
35997562,49.22209,-123.1222,165,3,83,1425.9332565051352,45,Oakridge,Entire home/apt,5,1.0,3,2127,19,145.0,0.7
29998095,49.27606,-123.12951,305,9,157,100.28104457467128,732,Downtown,Entire home/apt,2,1.0,2,1089,18,113.0,1.0
25978732,49.27899,-123.12533,304,10,162,84.22670725452072,722,Downtown,Entire home/apt,2,1.0,1,3981,16,209.0,1.0
13669298,49.28822,-123.12449,233,7,157,111.51529955842383,585,Downtown,Private room,2,1.0,1,1986,19,227.0,0.167
22551920,49.28525,-123.13404,219,7,152,227.09620059851403,548,West End,Private room,1,1.0,1,2038,11,65.0,0.867
18359361,49.27289,-123.07405,213,4,172,323.5851060687454,163,Grandview-Woodland,Private room,2,0.5,1,1760,12,55.0,1.0
12213507,49.28256,-123.12658,262,8,167,125.93970176567622,619,West End,Entire home/apt,4,1.0,2,3263,20,200.0,0.7
6405277,49.28104,-123.11013,297,9,166,148.26495278207,586,Downtown,Entire home/apt,3,1.0,2,3909,16,75.0,1.0
3215295,49.2498,-123.10378,206,2,181,217.40695036993225,227,Riley Park,Entire home/apt,2,1.0,1,2735,20,100.0,0.567
23885617,49.26873,-123.10876,339,9,173,298.57651786661376,604,Mount Pleasant,Entire home/apt,4,1.0,2,2962,19,90.0,1.0
51063029,49.22696,-123.09965,189,2,99,174.70098087049033,47,Sunset,Entire home/apt,6,2.0,2,114,16,199.0,0.0
48578918,49.28665,-123.13488,206,6,147,119.92186093807335,532,West End,Entire home/apt,2,1.0,1,2307,15,133.0,0.1
48019992,49.28112,-123.11662,315,9,168,131.02203687576284,670,Downtown,Entire home/apt,2,1.0,1,2307,16,149.0,1.0
32108967,49.28004,-123.12225,319,10,169,83.17702801207213,698,Downtown,Entire home/apt,3,1.0,1,3389,20,149.0,0.7
18913359,49.28823,-123.14223,147,3,137,196.3879829837937,388,West End,Private room,2,0.5,1,2502,12,300.0,1.0
52687888,49.27056,-123.11088,353,10,172,357.887875186573,653,Mount Pleasant,Entire home/apt,3,1.0,1,1150,20,130.0,0.967
22717742,49.22802,-123.03224,232,2,107,457.43003607284317,121,Killarney,Private room,3,0.5,4,1393,19,45.0,1.0
43442398,49.27591,-123.13078,303,9,156,63.1922689458133,720,Downtown,Entire home/apt,3,1.0,2,2309,18,288.0,0.933
27399318,49.28634,-123.1295,224,7,159,84.86704663604523,580,West End,Private room,4,0.5,3,1480,19,90.0,1.0
49739342,49.27845,-123.12351,326,10,164,63.995868845427516,731,Downtown,Entire home/apt,4,1.0,2,787,13,139.0,0.367
713271,49.28104,-123.13621,245,7,142,259.34643288228153,599,West End,Entire home/apt,2,1.0,1,3329,15,135.0,0.967
3638973,49.24389,-123.0485,222,4,143,705.290009800634,131,Renfrew-Collingwood,Private room,2,0.5,1,3811,15,61.0,1.0
48380631,49.27455,-123.13219,311,9,159,152.62267215882926,722,Downtown,Entire home/apt,2,1.0,1,251,20,190.0,0.833
21137609,49.27979,-123.12022,335,10,169,58.42024524408949,701,Downtown,Entire home/apt,2,1.0,1,2924,12,140.0,1.0
172827,49.28034,-123.12648,288,8,165,174.1661007180943,673,Downtown,Entire home/apt,4,2.0,2,4539,19,400.0,1.0
14505465,49.27671,-123.09865,303,11,165,519.6621034167209,494,Strathcona,Entire home/apt,4,1.5,2,3163,20,128.0,1.0
4558496,49.28532,-123.13434,219,7,149,224.19025259743307,546,West End,Private room,5,0.5,2,2552,19,156.0,0.033
14570210,49.25758,-123.06673,208,5,169,340.75010253907743,168,Kensington-Cedar Cottage,Entire home/apt,4,1.0,2,2992,20,89.0,0.733
16616603,49.24415,-123.0496,236,4,143,640.2897336519295,126,Renfrew-Collingwood,Private room,2,0.5,1,3811,18,76.0,1.0
22298696,49.26045,-123.12819,223,4,171,331.20289393417886,343,Fairview,Entire home/apt,1,1.0,1,1579,16,80.0,0.833
29256285,49.23821,-123.06521,247,2,134,28.96303491058339,116,Kensington-Cedar Cottage,Private room,2,0.5,1,1120,19,200.0,0.033
27849505,49.23596,-123.11286,193,3,137,962.5272814340366,78,Riley Park,Private room,1,1.0,1,1177,18,85.0,0.8
38804178,49.28149,-123.1238,280,9,169,60.61447596726648,646,Downtown,Entire home/apt,4,2.0,2,3477,15,599.0,0.033
22326190,49.25459,-123.04589,207,6,139,450.711590496927,95,Renfrew-Collingwood,Entire home/apt,2,1.0,2,2636,19,86.0,0.833
51388855,49.2759,-123.11432,349,10,163,96.22002822246708,672,Downtown,Entire home/apt,3,1.0,1,538,14,165.0,0.7
51456497,49.28065,-123.07268,164,2,168,390.6617247539066,137,Grandview-Woodland,Entire home/apt,6,2.0,3,1845,20,286.0,0.433
38871382,49.24029,-123.09964,210,3,163,154.49568264735004,121,Riley Park,Private room,1,0.5,1,1663,17,37.0,0.8
33637719,49.24872,-123.08863,221,1,179,473.49473033401324,190,Kensington-Cedar Cottage,Entire home/apt,7,2.0,3,3543,18,299.0,1.0
52789558,49.27743,-123.12736,307,9,160,29.038036787901838,732,Downtown,Private room,4,1.0,2,891,16,120.0,0.0
48004011,49.28406,-123.12878,238,7,164,252.82847802284093,595,West End,Entire home/apt,2,1.0,1,1052,12,80.0,1.0
51817845,49.26928,-123.10669,336,9,173,165.93672624166052,580,Mount Pleasant,Private room,2,2.0,1,1227,16,114.0,0.167
50290358,49.27795,-123.10695,323,10,163,181.19269269837727,621,Downtown,Entire home/apt,4,1.0,3,151,16,185.0,0.133
30036001,49.27139,-123.10188,323,10,170,306.1513705771457,535,Mount Pleasant,Entire home/apt,3,1.0,2,3916,20,115.0,1.0
20747426,49.28264,-123.11427,302,9,165,75.50270732433435,634,Downtown,Private room,2,1.5,1,1940,18,124.0,0.033
26945692,49.2637,-123.03999,168,3,129,670.7919248788847,49,Hastings-Sunrise,Private room,2,1.0,1,2648,15,55.0,0.833
45701794,49.24508,-123.06783,232,4,142,224.7089518249771,127,Kensington-Cedar Cottage,Entire home/apt,6,2.0,3,400,20,195.0,0.867
27268683,49.24196,-123.03763,239,4,139,524.2789342473267,108,Renfrew-Collingwood,Entire home/apt,5,1.5,2,2724,13,250.0,1.0
37780311,49.28171,-123.10433,280,9,163,63.68767732614112,520,Downtown Eastside,Entire home/apt,4,2.0,3,911,20,300.0,1.0
50229561,49.283,-123.12948,248,7,163,276.0835590697251,601,West End,Entire home/apt,2,1.0,1,801,20,100.0,0.933
44384159,49.28683,-123.13209,216,7,155,114.44748891696132,556,West End,Entire home/apt,4,1.0,2,1052,9,118.0,1.0
7596005,49.27777,-123.11919,352,10,164,199.9996324046217,719,Downtown,Entire home/apt,2,1.0,1,3825,14,81.0,1.0
52563323,49.28341,-123.10408,271,8,165,127.26017121344496,509,Downtown Eastside,Entire home/apt,2,1.0,1,3445,19,300.0,1.0
47319688,49.2888,-123.13204,206,7,147,148.589730108601,526,West End,Entire home/apt,2,1.0,1,1052,7,99.0,1.0
39277660,49.27893,-123.10833,320,10,163,69.47522486027874,614,Downtown,Entire home/apt,2,1.0,1,1593,19,150.0,0.8
6249125,49.26329,-123.09956,244,6,181,55.57007843172017,304,Mount Pleasant,Entire home/apt,4,1.0,2,3010,20,299.0,0.8
50468520,49.28677,-123.12261,240,7,162,156.49991952204587,606,Downtown,Entire home/apt,2,1.0,2,142,18,160.0,0.4
8780405,49.27047,-123.10158,320,10,174,318.8716731912398,511,Mount Pleasant,Entire home/apt,2,1.0,2,2318,9,100.0,0.733
51393384,49.24131,-123.06414,237,2,137,111.05908834604381,110,Kensington-Cedar Cottage,Entire home/apt,2,1.0,1,333,19,44.0,0.967
28674567,49.27636,-123.13203,300,9,156,124.87897082729688,709,Downtown,Entire home/apt,5,2.0,3,1195,20,223.0,0.933
2003897,49.26263,-123.11627,274,6,179,168.56358832452392,441,Fairview,Entire home/apt,2,1.0,1,2900,18,120.0,1.0
9318501,49.24738,-123.10184,220,3,178,53.750191822819936,196,Riley Park,Entire home/apt,6,2.0,4,2192,19,400.0,1.0
27725279,49.2778,-123.11053,332,10,164,269.20268938281043,647,Downtown,Entire home/apt,2,1.0,1,2307,18,129.0,1.0
51476043,49.26918,-123.03743,172,3,111,234.75785387965254,70,Hastings-Sunrise,Private room,2,1.0,1,1041,20,49.0,0.333
44574661,49.23701,-123.10017,199,3,144,417.0478549934861,84,Riley Park,Entire home/apt,6,1.0,2,1076,17,80.0,0.933
40183789,49.28009,-123.10844,309,10,166,18.52775796348148,597,Downtown,Entire home/apt,4,1.0,3,2133,20,231.0,0.733
52116927,49.23468,-123.12167,175,3,125,1594.679965398838,40,South Cambie,Entire home/apt,2,1.0,1,1742,19,228.0,0.5
14207564,49.27526,-123.12896,315,9,158,113.03234214425504,741,Downtown,Private room,2,1.0,1,2628,18,69.0,1.0
43821995,49.28181,-123.12602,268,8,169,91.07869504311704,631,West End,Entire home/apt,4,2.0,2,2113,20,140.0,1.0
31800789,49.29161,-123.13427,173,5,136,62.43296421832525,435,West End,Entire home/apt,2,1.0,1,1019,13,120.0,0.067
52421120,49.26426,-123.11431,304,6,177,46.431648757418316,513,Mount Pleasant,Entire home/apt,2,1.5,1,418,16,45.0,0.967
37803333,49.27968,-123.10015,292,9,165,172.27519735068745,504,Downtown Eastside,Entire home/apt,4,2.0,2,3168,18,214.0,0.733
48684853,49.23885,-123.11734,182,3,156,1153.3198694442322,77,South Cambie,Entire home/apt,4,2.0,2,1960,16,249.0,0.867
23771188,49.28389,-123.11562,299,9,165,93.75510591586145,631,Downtown,Entire home/apt,2,1.0,1,2397,20,160.0,1.0
17256037,49.28464,-123.12435,242,7,167,75.9011248549496,609,West End,Entire home/apt,4,2.5,2,1827,16,337.0,1.0
49812927,49.28982,-123.13078,208,7,149,143.2191599621563,527,West End,Entire home/apt,2,1.0,1,876,12,374.0,0.233
21908772,49.27991,-123.10717,312,10,166,45.26030545012698,598,Downtown,Entire home/apt,5,2.0,3,2051,20,312.0,0.4
41688366,49.25152,-123.12495,190,3,184,691.7025783421633,196,South Cambie,Entire home/apt,2,1.0,1,2636,19,79.0,1.0
53014547,49.28631,-123.12676,227,7,162,80.45570498527505,583,West End,Entire home/apt,2,2.0,2,2672,7,136.0,0.933
20903006,49.26073,-123.1072,232,5,185,282.9855152750133,312,Mount Pleasant,Entire home/apt,4,1.0,3,3861,20,150.0,1.0
40034991,49.27991,-123.13471,261,7,145,241.03935229597417,639,West End,Entire home/apt,3,1.0,2,1899,9,225.0,0.0
18141945,49.23166,-123.14237,156,1,82,1062.6867876311653,30,Kerrisdale,Private room,2,1.0,1,1887,18,55.0,0.967
51843997,49.27583,-123.12391,351,10,163,25.78209483879901,762,Downtown,Entire home/apt,9,2.0,6,2348,18,1364.0,0.0
51200132,49.28119,-123.10819,292,9,166,115.64749193263485,568,Downtown Eastside,Entire home/apt,4,2.0,2,624,19,350.0,0.8
36637839,49.27608,-123.12773,309,9,158,18.337724636789275,736,Downtown,Entire home/apt,3,1.0,2,2394,20,150.0,1.0
43424375,49.21485,-123.09453,118,1,69,1180.8458558279303,39,Sunset,Entire home/apt,1,1.0,1,1816,17,102.0,0.033
37881123,49.24817,-123.12094,184,3,186,405.07215720615534,170,South Cambie,Entire home/apt,4,1.0,2,812,20,148.0,0.967
3401626,49.27642,-123.12746,310,10,159,36.24827165402946,741,Downtown,Entire home/apt,5,2.0,2,4471,18,125.0,0.833
49321774,49.25935,-123.08396,225,4,180,349.5059296569029,237,Mount Pleasant,Entire home/apt,5,3.5,3,1859,19,230.0,1.0
